sk_review_id,sk_movie_id,qtd_avaliacoes_usuarios,nota_media_usuarios
21f5b23134bafcde76b0268193688d08caf2b0d1f1f06fc929a18b0194d81582,21f5b23134bafcde76b0268193688d08caf2b0d1f1f06fc929a18b0194d81582,1,3.4
cfb2f30ab5305bd76527f920ba3554d1ee93cc8b2f80c66862838d985450e814,cfb2f30ab5305bd76527f920ba3554d1ee93cc8b2f80c66862838d985450e814,0,
836a2b5f7f0085954e4b21c05ef62c68be4084e55ddcd61fb85bba6d46f0ced5,836a2b5f7f0085954e4b21c05ef62c68be4084e55ddcd61fb85bba6d46f0ced5,1,6.3
289e5da94f7fadc25b8bfd6ce90a7d1a3b1a5e4fd107ded2f337342ec60442ca,289e5da94f7fadc25b8bfd6ce90a7d1a3b1a5e4fd107ded2f337342ec60442ca,1,9.7
d82878ca343366f9546d4d380cfa2db7e8aa089991538945af056f00d4d6708b,d82878ca343366f9546d4d380cfa2db7e8aa089991538945af056f00d4d6708b,1,0.5
46821fee58e4b604d5f7daebe07acf904ad19601f68790d176ed944e5a9d54c6,46821fee58e4b604d5f7daebe07acf904ad19601f68790d176ed944e5a9d54c6,1,0.1
07ac695eb10b4157b9c8e8a7e6b7aef23fa435876bc5ca5f9ddf748a04d46a5b,07ac695eb10b4157b9c8e8a7e6b7aef23fa435876bc5ca5f9ddf748a04d46a5b,1,3.6
e4afcc5f2fef6f917107bb859e888fa4d6af446fb780866554f680333e732a70,e4afcc5f2fef6f917107bb859e888fa4d6af446fb780866554f680333e732a70,1,2.5
0534f0cc06348c0b8a52e46bb373656f498a1cba3330d7b888256743ab1c55ad,0534f0cc06348c0b8a52e46bb373656f498a1cba3330d7b888256743ab1c55ad,1,9.6
1e7992a40010de3eb32ba6391fadda0499ae382a8092500dc1776e4e8fa8da0e,1e7992a40010de3eb32ba6391fadda0499ae382a8092500dc1776e4e8fa8da0e,2,2.55
e75170bce603010c1fb033a3926e7240ce604d5e59ef4fb8a4a77c478ebeee0d,e75170bce603010c1fb033a3926e7240ce604d5e59ef4fb8a4a77c478ebeee0d,1,8.7
a2fc0841d8640e1e9756a0e849153fa5883e1e487e6165f704da669baac048a3,a2fc0841d8640e1e9756a0e849153fa5883e1e487e6165f704da669baac048a3,1,6.8
ef07fd343e240bf78909304333f06d5a5574a5a885b4fd7458a760e847452e4c,ef07fd343e240bf78909304333f06d5a5574a5a885b4fd7458a760e847452e4c,1,0.6
15b5c0336b4bc37ab9c11a62d28cc565dac99e5f62fafac91ccc9bd1018e7af6,15b5c0336b4bc37ab9c11a62d28cc565dac99e5f62fafac91ccc9bd1018e7af6,1,9.5
4409d98d39a35e8d7b9bde716483d4123007e750ac1d8a42755492d0f2d38459,4409d98d39a35e8d7b9bde716483d4123007e750ac1d8a42755492d0f2d38459,0,
f1e0e7b423716f2b96ba6f599f1694e9b27261fbf6fe733515bf8740d0e49a7f,f1e0e7b423716f2b96ba6f599f1694e9b27261fbf6fe733515bf8740d0e49a7f,1,4.5
13cba56a642be56dab9415c0768b42200daf98d203dbafbfc42efc00b9c2e301,13cba56a642be56dab9415c0768b42200daf98d203dbafbfc42efc00b9c2e301,1,8.8
2fda28679c615366d3d16177b5d94bcc02e4d26fe24cf12a9d6e6b1065763c16,2fda28679c615366d3d16177b5d94bcc02e4d26fe24cf12a9d6e6b1065763c16,1,8.8
80a4ce6c133060f4d31f1f9b19342727aabd94763fddf921f2e4f2a2ae1fb8c3,80a4ce6c133060f4d31f1f9b19342727aabd94763fddf921f2e4f2a2ae1fb8c3,1,10.0
496310804bdfc56aa7d99bf171674e400a29e34ffe55c6cacb46616338bbd1df,496310804bdfc56aa7d99bf171674e400a29e34ffe55c6cacb46616338bbd1df,1,7.7
02573998394d4c9c7f970be7f4a4e02d5ea219caa34bdf22284a547af194d37f,02573998394d4c9c7f970be7f4a4e02d5ea219caa34bdf22284a547af194d37f,1,6.5
2d720ea878554c4820553beb61670e940ae137532f234743381e191c673912dd,2d720ea878554c4820553beb61670e940ae137532f234743381e191c673912dd,1,8.3
69aecbc6a924237db1dfdd7856cd8e8c1d5fb8e91439193e6a74bdb9bb935b70,69aecbc6a924237db1dfdd7856cd8e8c1d5fb8e91439193e6a74bdb9bb935b70,1,7.2
1928048e709b3b3d92e6a55b9d8b9c7ac616c1ecd53d2ac8713d12abe73de845,1928048e709b3b3d92e6a55b9d8b9c7ac616c1ecd53d2ac8713d12abe73de845,1,8.1
a2c6218b44a4c98c8ebc8435182a4968f65956f779558a6b8d02048188519b71,a2c6218b44a4c98c8ebc8435182a4968f65956f779558a6b8d02048188519b71,0,
d9761bf85a305db488f91fb34204a296dd942d3427fc93d230d8665b47fc80eb,d9761bf85a305db488f91fb34204a296dd942d3427fc93d230d8665b47fc80eb,1,8.2
07396d45d2990e8fdf59982b3d6b1cb5ec52442f7cd15da399db50230ee33b39,07396d45d2990e8fdf59982b3d6b1cb5ec52442f7cd15da399db50230ee33b39,1,7.5
440204db26103a7e4c1ae332f8034c9c04626ea9496fb6cbec682581ef240fbe,440204db26103a7e4c1ae332f8034c9c04626ea9496fb6cbec682581ef240fbe,1,6.9
b5d660901dd8277061f4d6ac9b439243c8e5d09af08ddbebe4408110ebe7957f,b5d660901dd8277061f4d6ac9b439243c8e5d09af08ddbebe4408110ebe7957f,1,7.3
dc17b8b3afe7d0f1a62eedd6cd3a233910b2606bde4f03715e886071f8812990,dc17b8b3afe7d0f1a62eedd6cd3a233910b2606bde4f03715e886071f8812990,1,0.2
89d8d0588284c1bb152dd9bfce6a44a503377dcff64b153dfe2dcab4e8217f30,89d8d0588284c1bb152dd9bfce6a44a503377dcff64b153dfe2dcab4e8217f30,1,7.6
79035023dcd0536212b438b96ccce2c600bedf93cab6c581b84d1ef9f02a1892,79035023dcd0536212b438b96ccce2c600bedf93cab6c581b84d1ef9f02a1892,1,6.2
f9167ec52d1dec7e449a2e98bfecd7d46860123ca2b75c2d62b6f7081e838bfd,f9167ec52d1dec7e449a2e98bfecd7d46860123ca2b75c2d62b6f7081e838bfd,1,5.3
29d0efb8dd7f69ffb711ffcff9edf03f85755004c07d66f8a1459163eda5ec59,29d0efb8dd7f69ffb711ffcff9edf03f85755004c07d66f8a1459163eda5ec59,2,3.8
20369da6841de4b5fc11bf47756ecff1c63cf997fb7b2a3074a47c92461005a1,20369da6841de4b5fc11bf47756ecff1c63cf997fb7b2a3074a47c92461005a1,1,0.2
921f600c574e5f3af716a1b869e4b30a7d6f0f9b96f33bdc4d2629f186733209,921f600c574e5f3af716a1b869e4b30a7d6f0f9b96f33bdc4d2629f186733209,2,6.25
293c52e6780761073f6f33f85ed2cc1eba8c3d8dae499d4d28bed339917d681a,293c52e6780761073f6f33f85ed2cc1eba8c3d8dae499d4d28bed339917d681a,2,7.15
ffce2c35fb2d2d05d5c0d9eab574b92ae253502c45eb7eb61eead5da58c79ce9,ffce2c35fb2d2d05d5c0d9eab574b92ae253502c45eb7eb61eead5da58c79ce9,2,7.05
acd7f56d67ce79a49c1e159ca7bff1e57c66d10d49dc2105125ecc5c61d9fd9a,acd7f56d67ce79a49c1e159ca7bff1e57c66d10d49dc2105125ecc5c61d9fd9a,2,8.05
be197150fe5e7ae1b456b79d7b3abe257ef0ead93f22f9f50a287f96090ede8f,be197150fe5e7ae1b456b79d7b3abe257ef0ead93f22f9f50a287f96090ede8f,2,4.5
4762d8543e630ec5e6d542ca11cd750e5f08e6cf8e18423745f8187c4dc7520e,4762d8543e630ec5e6d542ca11cd750e5f08e6cf8e18423745f8187c4dc7520e,2,7.0
72c7f1fee6ad0fd74a0547a00b21a485b8d2feca95cbb6404bc7db03e373c8ae,72c7f1fee6ad0fd74a0547a00b21a485b8d2feca95cbb6404bc7db03e373c8ae,1,8.5
606eae833f12ef67b1c77d6c663a0cc36fdd4088e0523d3051919b4eddae630d,606eae833f12ef67b1c77d6c663a0cc36fdd4088e0523d3051919b4eddae630d,2,6.9
93f94facd94c2575ed8432af31759f1541cfd38bac23c51ff3765ebe51f06305,93f94facd94c2575ed8432af31759f1541cfd38bac23c51ff3765ebe51f06305,1,7.5
a1172be7a395aaff20bdcb3b7c4c93527798fa1abc7752d640f2edc7c155ffff,a1172be7a395aaff20bdcb3b7c4c93527798fa1abc7752d640f2edc7c155ffff,1,1.7
f69cad22bfaa4d4762174d03b2c47faf16e72cc35bf72dfb1873df3e7771b690,f69cad22bfaa4d4762174d03b2c47faf16e72cc35bf72dfb1873df3e7771b690,1,1.9
7ad7ad928ec35a6323250609296edee674994992acfbb903990c5ce1aff57a47,7ad7ad928ec35a6323250609296edee674994992acfbb903990c5ce1aff57a47,1,5.8
9d1a041e727c902a30c49e55736ec4e28864fc00a0e672450b5c003b77f88a77,9d1a041e727c902a30c49e55736ec4e28864fc00a0e672450b5c003b77f88a77,1,2.4
6ad2cca86f7e93ae296c0f48eb55c623018601241a1ced3249f6a2022d895267,6ad2cca86f7e93ae296c0f48eb55c623018601241a1ced3249f6a2022d895267,1,2.5
3dfe778cd26a2cb47a595ebeb36444d5f90714a8b577d4281444cfc5d711d5fa,3dfe778cd26a2cb47a595ebeb36444d5f90714a8b577d4281444cfc5d711d5fa,1,3.9
ccb31dd1cccfcb3bde27c5da47a356b9a964313cc81839e0c1823d9af3a848b5,ccb31dd1cccfcb3bde27c5da47a356b9a964313cc81839e0c1823d9af3a848b5,1,7.6
9e7a158003255e8244409290f7547e26144ecda6de52af647af1a5b1338c63fe,9e7a158003255e8244409290f7547e26144ecda6de52af647af1a5b1338c63fe,1,8.6
edd4e067f0c40ebbad150f906d685967dc737cf68bfbeb5c086171bdcaa87ae9,edd4e067f0c40ebbad150f906d685967dc737cf68bfbeb5c086171bdcaa87ae9,1,4.7
4f07120dd98af743d13fe905bc681a9b8f54b392a38868ac544fc75b33f2ad93,4f07120dd98af743d13fe905bc681a9b8f54b392a38868ac544fc75b33f2ad93,0,
91cabf134a08a076d42331ba6cb1edb9f243d24b0f3a544f0ebeb794009e2e0a,91cabf134a08a076d42331ba6cb1edb9f243d24b0f3a544f0ebeb794009e2e0a,1,1.0
2457a12bed6e50f34a3447fd4e06ca987a32e3e799fe31706e2f8a63bc4d98d1,2457a12bed6e50f34a3447fd4e06ca987a32e3e799fe31706e2f8a63bc4d98d1,1,4.2
02a75e004f0fd6d8cd829329b33099e70243b6f04f9f7b1a38f7a13f23fd7146,02a75e004f0fd6d8cd829329b33099e70243b6f04f9f7b1a38f7a13f23fd7146,1,3.4
8502403cf20eb292c914b538f5c2ec6dc70e3f26b1d92c2d8ee46d1b3b6752ec,8502403cf20eb292c914b538f5c2ec6dc70e3f26b1d92c2d8ee46d1b3b6752ec,1,4.7
0afce85e9627061f9b172ec2662f895497adbedc55a9bd5c2e2f566ad23217a5,0afce85e9627061f9b172ec2662f895497adbedc55a9bd5c2e2f566ad23217a5,1,2.0
d8e06250e548cc1af801e08f7a9de39bf2aebd188adbefa6a7608325f6bc6b7b,d8e06250e548cc1af801e08f7a9de39bf2aebd188adbefa6a7608325f6bc6b7b,1,4.3
b34a3e9668e28dfb073718397f0b098ee336b9ee86bb59c25be3b6afe4b00ff3,b34a3e9668e28dfb073718397f0b098ee336b9ee86bb59c25be3b6afe4b00ff3,1,3.1
29218517ce6650ba3b6f20c22126f8fd7dd970d8f570156836e7a67dd741990e,29218517ce6650ba3b6f20c22126f8fd7dd970d8f570156836e7a67dd741990e,1,1.8
c305eab58f997cff27e7cd707acd7c411718cf0990ec73d6abfac23dc2d65172,c305eab58f997cff27e7cd707acd7c411718cf0990ec73d6abfac23dc2d65172,1,9.5
ab37dabf615640d32d89e1d85bbc0cb8078001aecbb96fba88877a1624b19c6d,ab37dabf615640d32d89e1d85bbc0cb8078001aecbb96fba88877a1624b19c6d,1,4.2
925918482c22ed2c8092b1f45e7286fcbaeb442b41054d0437cead0b81831969,925918482c22ed2c8092b1f45e7286fcbaeb442b41054d0437cead0b81831969,1,4.7
bc67d4f5dd1f5cb49f9be8f409e111d9a2010c76b7f3f606fba4c8ff2a27077f,bc67d4f5dd1f5cb49f9be8f409e111d9a2010c76b7f3f606fba4c8ff2a27077f,1,8.2
07b68cafa2a02fd262f823c42964be3b09dd1fbb6ca0d5f2db33e88557fdf5b5,07b68cafa2a02fd262f823c42964be3b09dd1fbb6ca0d5f2db33e88557fdf5b5,1,9.9
d178c28a6283da54ba4aaef4b45e8b43d1a73f433d47420444cc34fedcd9fabc,d178c28a6283da54ba4aaef4b45e8b43d1a73f433d47420444cc34fedcd9fabc,1,0.0
bf52669468b63e07ab4aa336c03d078e9b4fce30148c983f703c4a40bb70a69a,bf52669468b63e07ab4aa336c03d078e9b4fce30148c983f703c4a40bb70a69a,1,7.0
ea1b5e74d01b86d342ecdd6bf1f403f443cab753235abfb45866d2f14256f93b,ea1b5e74d01b86d342ecdd6bf1f403f443cab753235abfb45866d2f14256f93b,1,6.4
20bffaa57577395178406e0da59be26434eb5d92ac96a9e690cb098859abf846,20bffaa57577395178406e0da59be26434eb5d92ac96a9e690cb098859abf846,1,3.0
918b7dbbd6acaa180defdb5f52585a7319908da8fa9f78f415ea47bef58024c9,918b7dbbd6acaa180defdb5f52585a7319908da8fa9f78f415ea47bef58024c9,1,0.0
d5b6cd555adbc916a7f00025c7b7c7acfb25f87ff6bb9dac14351053694d1bf8,d5b6cd555adbc916a7f00025c7b7c7acfb25f87ff6bb9dac14351053694d1bf8,1,2.8
5300d8aafdf864aea0acf57efa467fcbb4e6b02592c8b1b3d8ff7d1c6bdec53b,5300d8aafdf864aea0acf57efa467fcbb4e6b02592c8b1b3d8ff7d1c6bdec53b,1,8.3
f4c0c46110f411bd9e6da708fad290eaead5d18bb54a31454c53dab4fef0c716,f4c0c46110f411bd9e6da708fad290eaead5d18bb54a31454c53dab4fef0c716,1,3.4
2efd44af7e757effed2f23157909881ca1fce6d3abc1c824ca2ddf67830d896c,2efd44af7e757effed2f23157909881ca1fce6d3abc1c824ca2ddf67830d896c,1,9.2
487d388cdb9bfc58c9531d93f0b4abc041d50c5bb3b6e86e16e22c7d2e127dc7,487d388cdb9bfc58c9531d93f0b4abc041d50c5bb3b6e86e16e22c7d2e127dc7,2,6.45
407c6f8e20fc618fa7c73b35ff952834dd872528261a0f7a7f763f323ac0c587,407c6f8e20fc618fa7c73b35ff952834dd872528261a0f7a7f763f323ac0c587,1,4.4
2f77ef44f2065dfaf85023890c5085b819ac447d9469946bd9ecb30ab95545ec,2f77ef44f2065dfaf85023890c5085b819ac447d9469946bd9ecb30ab95545ec,1,9.0
307c7ff736f07a2df02e02849b32dd3ab9310061aa2ee5a1b1798098ab3b43ff,307c7ff736f07a2df02e02849b32dd3ab9310061aa2ee5a1b1798098ab3b43ff,1,6.5
3d3671dd54d18e3f502fb0aa0435e7012b3a227e66b46e4a25d92e073c569d15,3d3671dd54d18e3f502fb0aa0435e7012b3a227e66b46e4a25d92e073c569d15,1,4.2
597b5e92aa8d424a475adb764ab15bb5c92c701991af987b1784e43478fa30d4,597b5e92aa8d424a475adb764ab15bb5c92c701991af987b1784e43478fa30d4,1,2.3
85a6ba35c0ef35b21ec492db2113a2838003f2d048a6ec89c83e66373e646894,85a6ba35c0ef35b21ec492db2113a2838003f2d048a6ec89c83e66373e646894,1,10.0
94c732a9770abf400f5b1d7c723b2e6a511bdb3cf86f8d9d7ed4581e34fa0374,94c732a9770abf400f5b1d7c723b2e6a511bdb3cf86f8d9d7ed4581e34fa0374,1,6.3
2b4f5e35dfcd7387dc2dd4f571e5c91421f321d1b3f8f5624f78e12cbe30216e,2b4f5e35dfcd7387dc2dd4f571e5c91421f321d1b3f8f5624f78e12cbe30216e,1,4.0
8d815bcdad2cf967b0a1b91cb6af2dc3ec29d965b90bdae10667f92dc714a36e,8d815bcdad2cf967b0a1b91cb6af2dc3ec29d965b90bdae10667f92dc714a36e,1,6.1
4bd259dbc7de49c5131d44849585ead37f54815d90531d02c88af83d0acda7a8,4bd259dbc7de49c5131d44849585ead37f54815d90531d02c88af83d0acda7a8,1,8.1
b2f0edae56f93fa66b89f895160f117915ce33799f68352f2ea4f72e084275a6,b2f0edae56f93fa66b89f895160f117915ce33799f68352f2ea4f72e084275a6,1,7.7
9b013dc47b03561ad39eb58d34d20d133940e790766bd219ec83274fe184e290,9b013dc47b03561ad39eb58d34d20d133940e790766bd219ec83274fe184e290,1,3.0
574de27d92cf2e120e61bfb75bbf0ddd3edcdc4ea4d33314abdd45ed00f41b53,574de27d92cf2e120e61bfb75bbf0ddd3edcdc4ea4d33314abdd45ed00f41b53,2,1.55
da5c458bac6c7dccd2256018c0e0d494a92a19745eb10d32a04671a882b16cd4,da5c458bac6c7dccd2256018c0e0d494a92a19745eb10d32a04671a882b16cd4,1,4.4
ad5711798de37019e97f44d8e524889a7e750dbc845bcc1bf274153d16f7c7a1,ad5711798de37019e97f44d8e524889a7e750dbc845bcc1bf274153d16f7c7a1,2,3.2
11df4ca1853a193872e0a0a18e21a30dc182d4d675848706fec99a6b2142a501,11df4ca1853a193872e0a0a18e21a30dc182d4d675848706fec99a6b2142a501,2,3.25
1e8bcc5cc204fa847b0f3045cdf572fc48c33b5e603762431164d9c02804fa2c,1e8bcc5cc204fa847b0f3045cdf572fc48c33b5e603762431164d9c02804fa2c,1,6.6
90240ca6cbadac0afd93980a459107f5c8beb385da1a0983e932f6bd7daccc5c,90240ca6cbadac0afd93980a459107f5c8beb385da1a0983e932f6bd7daccc5c,1,8.5
8d5e7c66ae97ad4a1c35dd1f07c2aeaae685144d88c6141bbbb6f90df781ee8d,8d5e7c66ae97ad4a1c35dd1f07c2aeaae685144d88c6141bbbb6f90df781ee8d,1,2.5
f9ef55b51364cf71cc36c38b2c16acba529379279d10246695038971aaa7c232,f9ef55b51364cf71cc36c38b2c16acba529379279d10246695038971aaa7c232,1,6.9
8e1adbb996036644bcef646809017b51f82258ddde8ff41872fb9fb3f1bb6a31,8e1adbb996036644bcef646809017b51f82258ddde8ff41872fb9fb3f1bb6a31,1,9.7
23aa074c5b5c8c03aab2f0ce09ff3d3c8d181fcadea3b61e65b51c2a2c0bd60f,23aa074c5b5c8c03aab2f0ce09ff3d3c8d181fcadea3b61e65b51c2a2c0bd60f,1,2.2
99047ad0cb2f190cb042c7ea81cffee2598ecd359a9d3ac5092cc74da2341d72,99047ad0cb2f190cb042c7ea81cffee2598ecd359a9d3ac5092cc74da2341d72,1,1.7
baa38193fcde4279cd8d7239cc4b04b312b0452092bfa0cbbf528d780b5989d3,baa38193fcde4279cd8d7239cc4b04b312b0452092bfa0cbbf528d780b5989d3,1,9.9
eca5fa1a72dc65e8aa7075570236356a522640bb328c757700ce0adc10b11627,eca5fa1a72dc65e8aa7075570236356a522640bb328c757700ce0adc10b11627,1,1.2
eaa9942cae5c8dcda31d20578d629b4dad5020d2d697662032d0913e90b6eef0,eaa9942cae5c8dcda31d20578d629b4dad5020d2d697662032d0913e90b6eef0,1,2.5
c2ac854b7384209a83540555c613361cc1097110d0dfd568010e47d602c20e9a,c2ac854b7384209a83540555c613361cc1097110d0dfd568010e47d602c20e9a,1,8.8
