sk_movie_id,orcamento_usd,receita_usd,lucro_usd,orcamento_brl,receita_brl,lucro_brl,popularidade,nota_tmdb,qtd_tmdb,nota_imdb,qtd_imdb
ade594e6b8a21c3e3f7f7ec4d9ec0514a223c2e03a9ea2b73a322b132bbbe36b,145000000.0,521170825.0,376170825.0,597777000.0,2148578843.15,1550801843.15,,6.878,5327.0,,
e0905ec299969d993c0dd1a31dbca5822edd5edc9ff35b9161a63467a85b3305,,,0.0,,,0.0,5.125,4.2,34.0,2.7,941.0
7854b72533004695e50d0b7e32aa7685ad35e38532568139990332368b7fb6ea,300000000.0,657926987.0,357926987.0,984840000.0,2159842712.92,1175002712.92,91.091,6.098,12263.0,,509478.0
f4b7779fcbeeee332daef0d261899176c9b1f6dbceba195d2e6dcb746c2faa4d,,,0.0,,,0.0,3.524,7.7,30.0,7.8,3870.0
b2adafc261be6f2e2722525b7345734e5cf7a6bfd643fb79b0499927c5e49d23,20000000.0,12639297.0,-7360703.0,80972000.0,51171457.83,-29800542.17,18.853,5.963,1969.0,6.3,82280.0
cb98a1b8621a046022c40aba17ce2389870fcde2abee4fc34cc90b3dd9e8e2ff,,,0.0,,,0.0,2.278,4.2,3.0,6.5,1387.0
94d0339c2f3170d1c154097c49615614f6829c5d820215831e8ee1f6b52808ad,,,0.0,,,0.0,6.813,3.0,9.0,,384.0
294946378533406cdd681d54100c6f1ad34ede76ba53591ea1e4f8dc15d0d461,,,0.0,,,0.0,1.0,5.5,4.0,4.5,260.0
b06acb39eac74acac86564867cd971723934478126ecd46debcda2aeec57ec2a,73000000.0,349779543.0,276779543.0,252864700.0,1211601359.0,958736659.0,24.75,6.205,3369.0,6.3,
bd87a78f8b79498510e0d9884244df9a233c106ac57b547a746f45ae435c8c13,,,0.0,,,0.0,,7.0,1.0,,
7a92c41b0df29153afb2935d33a2f438732ad03394103a3248f6d82f0aac4e25,21000000.0,113118226.0,92118226.0,81284700.0,437846717.38,356562017.38,24.949,5.723,2966.0,5.7,106542.0
45f040b88c43b94feddfe2712fe7a8b3b53cc490624030c66bf5a56ee8278f8d,,,0.0,,,0.0,2.636,5.5,2.0,4.8,818.0
dd7d8fd797b7b89363496d63834ad65c6952b335f6b88bb044587b16ee542d68,230000000.0,795922298.0,565922298.0,750904000.0,2598527118.51,1847623118.51,62.006,6.648,11176.0,6.5,391135.0
a3038daf8641a5f8495a3cb5a13cbe6f7c65c28e00f4e1cb4dcb2d005517459f,129000000.0,524580592.0,395580592.0,486033300.0,1976462296.48,1490428996.48,61.84,7.761,5817.0,7.4,182834.0
31e03e7cf278943c85357300e499ee90803a8da30b2eea170c9ec8998c5ab76a,,,0.0,,,0.0,2.019,5.0,5.0,5.3,574.0
97004975bb9386d7586380e221392d63eaafda077930fb89f1e25dff906ca801,,1133031.0,1133031.0,,3765741.83,3765741.83,21.424,4.69,977.0,4.5,33344.0
fc9e6b52e35a9f28a0ef762681f533034843c5afd3e8296dbbc96effd92ba43d,,,0.0,,,0.0,0.607,7.5,2.0,7.1,107.0
28f85ac8ce9dd7b378d29289db5637fa8b3fd72a6a92495f160b345d4dada14e,40000000.0,312242626.0,272242626.0,130760000.0,1020721144.39,889961144.39,2.151,6.108,2860.0,5.5,
3ec05c795b834142eb293e5c453d6fb67ea1cba04d61cb8045abc65a465b98dc,,,0.0,,,0.0,0.6,6.0,5.0,7.0,80.0
504f8223a3afa099de2566b8da60f981cb0c73bd84c0429c1fb228bc0bbef75a,18000000.0,42067430.0,24067430.0,56862000.0,132891011.37,76029011.37,21.127,6.946,2916.0,7.1,142721.0
81e5cc7ce645ecd0ad343951f775591306cc94e561d6b9e0324990bc83625dbd,200000000.0,1332698830.0,1132698830.0,660600000.0,4401904235.49,3741304235.49,47.241,6.825,14312.0,6.8,726501.0
458f371787fe42dfb581d284be8c5bb244e14c43118e706157732c803133ff9c,250000000.0,1074144248.0,824144248.0,1013550000.0,4354795610.24,3341245610.24,89.699,6.365,,,550342.0
eaa19ce7f35c884474afeee0e36c2c569c3751f97150fb24fc522b72e00a6f79,,,0.0,,,0.0,0.6,0.0,0.0,,22.0
3e6423f337159294c48c3fc85143de828cf01fa0c82aeb98cd11cad96c63f1c8,20000000.0,,-20000000.0,64294000.0,,-64294000.0,13.27,6.478,360.0,6.6,18808.0
05cf3c427135cec7ccb00136a69208524af764bd5947f32c649060f2458652c5,1200000.0,,-1200000.0,4372680.0,,-4372680.0,1.991,4.4,7.0,2.4,664.0
6594fe099ec4271e75f03ef144c94b749c46615f62b0ee22bf45fec57f14e570,8000000.0,,-8000000.0,29151200.0,,-29151200.0,15.074,5.334,613.0,5.3,27841.0
4d7819b9ca85bbe59a1831f1ec054a908a5a7b45cc7f3499ac481f48b20716d2,,,0.0,,,0.0,9.456,4.677,79.0,4.2,
af3850ad62f1372fca11335a346805439cca808ecf06f294f2efe02d2443a33d,185000000.0,343471816.0,158471816.0,617567000.0,1146577616.17,529010616.17,47.927,6.781,6226.0,7.0,
e7615a73d0de68589ac09c7ac98e6044d4c35b55dc25c473c4195b33b89af1cf,250000.0,,-250000.0,1257700.0,,-1257700.0,2.325,0.0,0.0,3.2,345.0
6718d2e26d09bbaf2eb48696292c5a951247b464d26d86a15ec0c5a363c64ce8,,,0.0,,,0.0,2.863,4.8,20.0,4.6,1416.0
cc145c7ef076e40f243f16019786ce5b697ed716d34b3c3bcfb156009978f761,,,0.0,,,0.0,1.927,6.5,15.0,6.7,1644.0
66084d4585759e780dcdc57f9ed6f968b3b154cfa6cff37a22cb9c438cbf17af,21500000.0,6817535.0,-14682465.0,73648250.0,23353466.14,-50294783.86,14.893,5.525,538.0,5.7,18311.0
66130b637c874bd391568002bf59a89c96512b06a7498cffadb709b412a85916,,66880.0,66880.0,,216858.4,216858.4,1.593,5.3,8.0,6.2,675.0
a80ce3d687b0e3da8cf3e6169d3843e217a2e3d5ce39a2cabc40765b0ce92747,500000.0,,-500000.0,1859750.0,,-1859750.0,0.6,0.0,0.0,5.1,32.0
307b27ab691e68fe236e7cf300564af5e98bded3dadbb6c2d8da226a28d686fc,,,0.0,,,0.0,1.135,5.357,8.0,6.5,16.0
348f7c90cbab661d0b2242877b893f30108f9ef072736460adeb9b3ae156d459,,,0.0,,,0.0,1.048,7.0,4.0,6.6,301.0
c726bd81d434ffebf54d28464cbd01a7789d417f0e81213e8b254521e3fcefbb,,,0.0,,,0.0,4.548,6.2,8.0,6.5,1653.0
9a8933e95bef9471d38e772e3ceacb0640885227e603852700b75d16ebca22a7,,,0.0,,,0.0,16.103,6.18,577.0,6.3,31948.0
a4816a5710b34f8aeea7fe5bee14f03cff28c1d315f11f5c13b26daee812c641,,,0.0,,,0.0,1.327,7.0,1.0,6.1,149.0
cb45d83cb790cf7ed1497d094482fe9c33b837bb4443fd7f83ca017329a9c25a,,,0.0,,,0.0,14.644,5.3,952.0,4.9,16953.0
198b97067b03e13520c75b7300dd2b40d26d0bbe60be9168b84edb7a818e903c,140000000.0,150680864.0,10680864.0,551516000.0,593592195.64,42076195.64,32.95,5.629,3817.0,5.4,137076.0
8f336a565be9763643443d8bb50cb82a6f860c28f913efb7c707b63d9f35a52d,,9930095.0,9930095.0,,35043305.26,35043305.26,10.939,6.034,491.0,6.3,26002.0
0f8b605b9c7a006b3a3d116b0ed1efbc43c7b6282a94049bf222a3e16dab937b,,,0.0,,,0.0,6.283,6.61,163.0,5.3,1392.0
68a1561a2233418c8fa714956657d7403ebb9e2b38dc759a334fc710fe61bd1c,75000000.0,220021259.0,145021259.0,240607500.0,705850201.0,465242701.0,24.901,6.1,5888.0,6.2,204276.0
cda52ee19dc6ceabceb3f5f4eca8b23024bd97904ecf301f0002946b84a5e9b4,210000.0,,-210000.0,663978.0,,-663978.0,1.543,5.417,18.0,5.8,142.0
57b3c7bf93813037999583332fd9ea82fcca54eca41be7658206bb3376edc83d,250000000.0,873637528.0,623637528.0,913125000.0,3190961071.02,2277836071.02,78.589,5.952,17081.0,6.4,798438.0
1408df2d36ec1efa52b65bd95b4c9178249cde744f3aa3aa8d02e5832976f272,,,0.0,,,0.0,1.589,5.4,7.0,4.9,152.0
9d188d6240071283099f6e7789a758d81d8c73da980bfdf4015a1399c1426020,25000000.0,,-25000000.0,80572500.0,,-80572500.0,13.304,5.736,1619.0,5.9,66748.0
84188560ec7fbdb9521ad5b7dfc1c33841d598984cbff9bc4b424b799ea52048,,,0.0,,,0.0,,3.5,2.0,,
58d6bedc7cef3170a304e469eaca58eeffc88d1b219a2e90711d5e59314fa2de,,,0.0,,,0.0,2.932,0.0,0.0,,50.0
32a4846a4cbd2e38af7359b7210bd4dc121a471539fae13d34cbdcf45c7233a7,,,0.0,,,0.0,0.6,7.7,,4.5,25.0
e7e84137c0c2a28b17c3bbf497293936fbf09dd23db1b97ec7417c65a0f24c0e,,,0.0,,,0.0,2.588,2.0,1.0,,242.0
0c1e196dc0d1d1c71bfc5e2722db51b4bb074c7fd847fdd31e1529c8da02df8c,2000000.0,,-2000000.0,11300800.0,,-11300800.0,0.625,0.0,0.0,5.7,18.0
08ced809c8ba74d0715b06b28fc2eb50fafa25b74a2a17a116d47d5087b6970f,,,0.0,,,0.0,0.638,0.0,0.0,6.3,64.0
75ffdb8d3b3badf7ad91f15453a850a4a7365caef8ce03329bad7c9c1bab7d82,,,0.0,,,0.0,0.6,0.0,,8.1,40.0
20520db767a3579fb955549bdde034d27f19bebc6ed95d135f88f9bce8949d17,,,0.0,,,0.0,0.6,0.0,0.0,7.6,33.0
011ca5d23d229dd15597f7a14444b7faf66559565c003886f1aad22f029c6e9f,,,0.0,,,0.0,1.69,6.2,5.0,5.7,160.0
4cbee821d8bcf0e64560511313b9b2afdff07154eba9d98773c3a39f31764f35,19000000.0,140705322.0,121705322.0,62747500.0,464679325.91,401931825.91,44.804,5.734,6789.0,6.1,229032.0
fbeb8f0e5e55affd00b1232b4347eabbd14986f9f65ed74423f3b9c8737160ca,,,0.0,,,0.0,0.6,6.0,1.0,7.1,13.0
a06bda13bb494c5e87dd27373834644dbdd600f7fa74930ef11a03916f24df0b,,,0.0,,,0.0,0.854,5.0,1.0,5.9,82.0
6770873ee4c81dfbce7bd26432fc5f81d7053bbc7a71aabe47dd42b1ca7ab38a,2000000.0,37858128.0,35858128.0,6659200.0,126052422.99,119393222.99,4.385,7.655,475.0,6.7,4079.0
556c8240c4c5d1125c5a1bf2b8844f7b3f09381f89b203bd0831c0d298220f13,7000000.0,,-7000000.0,24168900.0,,-24168900.0,4.4,5.1,13.0,4.8,816.0
2ebc02c2071e630ee499b8a56ddfb114ac6333e13159b1e25b31996ea785e676,,,0.0,,,0.0,1.023,9.8,4.0,,144.0
f436f4fe8a2015d1d30fc1f1babd255aa983b809dd7864e48f3556d703a7d4cc,,,0.0,,,0.0,1.462,8.0,2.0,8.5,38.0
c0a3057bce726615a5ba9b6bb6e513eb86aa6162a8fb4bb0c78ddb0822977998,,,0.0,,,0.0,2.797,8.1,13.0,7.6,604.0
760881355db1c94c67887080d3ecc31c0a8dfe60fc846fc036cb9f2f189cc09f,20000000.0,8821329.0,-11178671.0,70846000.0,31247793.72,-39598206.28,14.147,5.774,575.0,5.5,12687.0
120c236a88b7af3930accb3f8510c01ec40b6f764ad8bd334451c8563d9454d1,,,0.0,,,0.0,0.6,0.0,0.0,6.0,7.0
fee496a2a074fb7d573d5fd2c0ca7576c3fc8cf12e631c16fb9e00da2ffa9cd5,,,0.0,,,0.0,5.478,6.8,13.0,7.4,535.0
66a9605b26f0f678cc4432d449e09b758d6076ca1669b7db8938e6eef8762307,,,0.0,,,0.0,10.234,5.056,116.0,5.2,6084.0
03fc26c2c18affa0d302b8e93d029ac7d7d7d839837e3f8ac0426f122c4fa978,,,0.0,,,0.0,0.649,2.0,1.0,6.6,53.0
fbd68310cc14407ce36ea31a5b7e5e00fc1121cac7d842900a822a5e177870cc,5000000.0,6341855.0,1341855.0,17178000.0,21788077.04,4610077.04,12.143,5.354,513.0,5.3,15068.0
04bd6bde79432cb21cb38bc801c978a514282edc809d84ad896f858bce01a80d,170000000.0,299457024.0,129457024.0,608566000.0,1071996254.52,463430254.52,34.545,6.55,6025.0,6.2,136921.0
84b43b07e8bd47028be4d1cff3a28da37e696fc414b99cca58fa5a6faf054f8d,,,0.0,,,0.0,1.382,7.091,11.0,7.4,314.0
b12829ffd40213515919b3bb8b690e66da496994986b4b4ab8b9f86c5ef4e492,,,0.0,,,0.0,,5.071,261.0,,
b7e84ac257a53daa524401f4323fcee3646b283dccbe70f11101edab45e0bce7,,,0.0,,,0.0,9.227,4.42,131.0,4.5,4807.0
975be53515841068d37526e345bc2607f95e5bf49be2afe760433d3ddb7ea83f,18000000.0,6740647.0,-11259353.0,71791200.0,26884396.49,-44906803.51,20.114,6.222,1761.0,6.6,87099.0
ca57e92eab6ab7035d601f6ccf02709fe719ce7e5edfa7e133cf408808c9cb14,,2182492.0,2182492.0,,11871665.23,11871665.23,15.721,7.12,640.0,5.2,7354.0
73bbc66184eb2a863817e06d521da2680186a7169e8333f287e25cca6133fe11,,27312.0,27312.0,,96564.31,96564.31,17.465,7.381,998.0,7.1,23875.0
1c0a31187b8cec73fa026dbcae62ed6d7d43c34dd438c085295cb076341a542f,178000000.0,543934787.0,365934787.0,629443600.0,1923462193.79,1294018593.79,45.544,6.513,,6.8,498614.0
a9770d36341b6cb3e6836aed0b29ce2dadb9f6c274d1a367674b1cd46b2e2730,,,0.0,,,0.0,0.969,0.0,0.0,5.2,22.0
0d1a957efca04ae1372dee69c80898d02b45d48a3680f9fc520eb8fb0cd8797c,25868826.0,18552314.0,-7316512.0,94485886.97,67762326.88,-26723560.08,10.969,4.102,630.0,4.6,5415.0
88950b5cbcd974f7422318f40c9fc513524ccb957f65e61283eb21471d9b5b14,,,0.0,,,0.0,5.018,4.776,49.0,4.7,1130.0
f879df14320aefc6013182ff0d74234e3d9935bab22aa5ab6c85392502f7c8c0,,,0.0,,,0.0,1.601,7.4,5.0,7.5,355.0
ebd2b005fbb4a653f42680e1f7ccb76c35d943a89c0a0b45ed4ef9ff3685aa79,,,0.0,,,0.0,2.774,4.0,17.0,4.8,333.0
ef9ff7927460a4bde762df60eddaf8f0c754f7e60d915c8b94b9561ff6a48b4a,,,0.0,,,0.0,1.927,6.9,15.0,7.2,707.0
4f6468aa51e07968f43506bc167968d5079bfa9875fbb3b156b33fb3df2574e2,,,0.0,,,0.0,1.554,8.5,1.0,7.0,
e1d6205635f65adaf4c77ee679016e92459a2978e262132a4047e3bbe7d7bd3d,,,0.0,,,0.0,1.171,8.0,1.0,8.5,36.0
9c043331ca18db4b2c21d330f0ddb21099f8e41008128a193af9e15906381980,,,0.0,,,0.0,6.757,5.967,75.0,5.9,2231.0
149281411c1333a012e7f6b15f41d2c6862d8957e57cc45b169c782842c797d4,,,0.0,,,0.0,2.031,7.731,13.0,8.5,793.0
7f0aff75d130f22ea60483c85b656644d2e01f4fadd2fc5fc7d5d98f496cc38f,,,0.0,,,0.0,4.824,6.609,87.0,6.2,5188.0
be7c17af04bf1c23b25986206bf81f8cb70c7f50c022e8dadbe9ebd69caf9bac,,,0.0,,,0.0,,0.0,0.0,,
605884b3b908e725810533db2c376aa96958bc16ff66cf418a392d92cfff2ff0,300000.0,,-300000.0,1181460.0,,-1181460.0,1.42,0.0,1.0,5.6,317.0
76772046d986019df7db774c5d26a944d421e9ae06b9b529fd39f4de483a1946,,,0.0,,,0.0,10.173,5.8,296.0,5.8,9710.0
9671132e9923214baa5afa47d5edd271e35770f5d3e2e932fd462c6103cb54d2,4000000.0,,-4000000.0,14198800.0,,-14198800.0,7.35,4.835,239.0,4.8,8573.0
38975371e1f79c04f4a9c8ec32fad7a22ceebce2a2cc8272664921a4315dcefa,4000000.0,10898293.0,6898293.0,14014000.0,38182169.53,24168169.53,9.408,4.761,568.0,4.5,18061.0
8ae6111cf072fa19b395d30f234e95987fe777adb8b03f6d72cdc96a5d351fb0,16500000.0,21256.0,-16478744.0,56928300.0,73337.45,-56854962.55,9.594,5.982,272.0,5.6,9035.0
2bb71a04757f06aeec831929a6476aa6b59f134ee58dfa262d4807fb13371a49,25000000.0,9204549.0,-15795451.0,80255000.0,29548443.2,-50706556.8,12.868,6.527,641.0,6.2,24735.0
e24a79dcbda74112110221d465707d901337c1426613422de8a4ff1c82b59acd,43000000.0,47309313.0,4309313.0,138150400.0,151995360.81,13844960.81,17.74,7.263,,7.4,
59fbc9cacd7e485fe0bed76041946bc840c67bb9156579edc9e990a5c005ea7d,180000000.0,356743061.0,176743061.0,583722000.0,1156882072.52,573160072.52,27.807,5.9,5917.0,6.2,199379.0
4d54b70918b21909d311fcdaa1eaef99b125aa038125510daf7af09fdc80323a,,,0.0,,,0.0,0.6,7.9,8.0,7.0,179.0
43a8b0a214a3a33eff81580b5a2680f5e90cbd3d7611da678ec72bb04a6cc8d1,180000000.0,809342332.0,629342332.0,615186000.0,2766089288.08,2150903288.08,46.103,7.334,17892.0,7.2,545054.0
f2b7d7ef5019acff2af9c3169f6287f710c8091d44dab2914670bf0a4830c409,40000000.0,321834351.0,281834351.0,135568000.0,1090760982.41,955192982.41,80.98,7.293,7769.0,7.3,348713.0
44a86f6036d06e921aecbc8120e2533380f86edb0b745397d6feb9a0ccd5497c,38000000.0,112343513.0,74343513.0,148082200.0,437791435.81,289709235.81,25.223,6.246,3048.0,6.1,100157.0
d61f5808aab04676593775a36d49c3003e695d89b4f2fc7ee78175282177b533,108000000.0,22678555.0,-85321445.0,353052000.0,74136196.3,-278915803.71,15.982,6.253,1215.0,6.4,
f1e9563605e48f5a32a43220cd81973536d5495a4788e65a021ac6b27d5f53f3,,,0.0,,,0.0,2.188,3.9,7.0,3.0,401.0
35cfc6ab36a0e9bbe282c6975f7486555e28e80559256be8508702c4530eb234,200000000.0,1242805359.0,1042805359.0,741020000.0,4604718135.63,3863698135.63,49.215,7.481,12061.0,,377255.0
ec107be944a61e961cc949781280696596a1c200c98a972dea5adb30b9b0fa3a,175000000.0,383925276.0,208925276.0,574525000.0,1260426681.11,685901681.11,62.961,6.853,5263.0,6.7,156915.0
1b6acd06a0d9f8555c6cef21c93299be69dc455674ab7b7dd6c63a9d9498d9ac,,,0.0,,,0.0,1.662,5.0,3.0,5.9,132.0
601d3b38bb28b718cffc9cc8eeada9d528906912d14129b337bcef4e57d75ce4,280000.0,,-280000.0,901852.0,,-901852.0,0.6,6.0,,6.8,14.0
5ab7b60700907584d36f13bc79ffb02e2de0fda6087b3b99173fcd4dd7ae33bd,110000000.0,179246868.0,69246868.0,407341000.0,663769076.89,256428076.89,19.857,6.1,6228.0,5.7,148481.0
f80e5bdd5795ff8b5f8fca78ca03a825559c99d29cb4da77ca6fb1cc88b8da66,125000000.0,64493915.0,-60506085.0,416137500.0,214706692.43,-201430807.57,13.906,6.081,780.0,5.7,20739.0
71441101837616ed54640ed332fe93d755a42beeda3724c92aef2ba241fc3903,,,0.0,,,0.0,18.791,4.926,142.0,4.9,5846.0
887157a5841fe89e86a22995bc5c3c69b48f134589fa3a36ec2c419a94e646c9,,1271880.0,1271880.0,,4286998.73,4286998.73,9.357,5.906,159.0,5.4,6675.0
4e244841a8c1f671bd22c316aa6bcdba91e9c3705d1fbf411298269a68aa0ed8,97000000.0,619021436.0,522021436.0,300573900.0,1918161723.73,1617587823.73,54.194,7.8,18116.0,8.1,939225.0
dd2d2f226051a79ce32934c342d870a65b5ab087c19a5acdb877a5f2af3849ba,20000000.0,,-20000000.0,80168000.0,,-80168000.0,18.291,6.124,597.0,6.1,22030.0
04f869405df785af7789f0303c041bf142771f2df6771167e22c3cea62bd66ea,,,0.0,,,0.0,1.4,5.7,,,466.0
